Tipo de equipo e instalación;Ámbito medioambiental;Agrupación de actividad económica;periodo;Total
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C22. Fabricación de productos de caucho y plásticos;2018;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C22. Fabricación de productos de caucho y plásticos;2017;576.918
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C22. Fabricación de productos de caucho y plásticos;2016;643.932
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C22. Fabricación de productos de caucho y plásticos;2015;632.674
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C22. Fabricación de productos de caucho y plásticos;2014;979.318
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C22. Fabricación de productos de caucho y plásticos;2013;240.401
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C22. Fabricación de productos de caucho y plásticos;2012;259.703
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C22. Fabricación de productos de caucho y plásticos;2011;33.832
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C22. Fabricación de productos de caucho y plásticos;2010;386.808
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C22. Fabricación de productos de caucho y plásticos;2009;897.431
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C22. Fabricación de productos de caucho y plásticos;2008;465.152
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C23. Fabricación de otros productos minerales no metálicos;2021;1.115.741
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C23. Fabricación de otros productos minerales no metálicos;2020;671.437
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C23. Fabricación de otros productos minerales no metálicos;2019;233.572
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C23. Fabricación de otros productos minerales no metálicos;2018;1.069.600
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C23. Fabricación de otros productos minerales no metálicos;2017;375.772
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C23. Fabricación de otros productos minerales no metálicos;2016;334.715
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C23. Fabricación de otros productos minerales no metálicos;2015;304.063
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C23. Fabricación de otros productos minerales no metálicos;2014;475.840
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C23. Fabricación de otros productos minerales no metálicos;2013;397.795
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C23. Fabricación de otros productos minerales no metálicos;2012;228.114
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C23. Fabricación de otros productos minerales no metálicos;2011;202.833
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C23. Fabricación de otros productos minerales no metálicos;2010;1.250.894
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C23. Fabricación de otros productos minerales no metálicos;2009;393.054
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C23. Fabricación de otros productos minerales no metálicos;2008;1.450.007
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C24-25. Metalurgia y fabricación de productos metálicos;2021;1.717.373
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C24-25. Metalurgia y fabricación de productos metálicos;2020;2.350.021
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C24-25. Metalurgia y fabricación de productos metálicos;2019;1.304.744
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C24-25. Metalurgia y fabricación de productos metálicos;2018;655.720
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C24-25. Metalurgia y fabricación de productos metálicos;2017;388.592
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C24-25. Metalurgia y fabricación de productos metálicos;2016;922.715
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C24-25. Metalurgia y fabricación de productos metálicos;2015;1.291.176
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C24-25. Metalurgia y fabricación de productos metálicos;2014;459.750
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C24-25. Metalurgia y fabricación de productos metálicos;2013;360.774
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C24-25. Metalurgia y fabricación de productos metálicos;2012;1.791.261
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C24-25. Metalurgia y fabricación de productos metálicos;2011;1.049.769
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C24-25. Metalurgia y fabricación de productos metálicos;2010;1.430.278
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C24-25. Metalurgia y fabricación de productos metálicos;2009;2.113.965
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C24-25. Metalurgia y fabricación de productos metálicos;2008;2.335.030
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2021;66.432
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2020;115.481
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2019;67.848
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2018;248.478
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2017;212.845
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2016;177.678
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2015;21.787
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2014;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2013;170.559
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2012;15.907
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2011;346.159
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2010;225.009
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2009;1.922.545
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2008;126.907
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C28. Fabricación de maquinaria y equipo;2021;9.092
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C28. Fabricación de maquinaria y equipo;2020;577
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C28. Fabricación de maquinaria y equipo;2019;16.765
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C28. Fabricación de maquinaria y equipo;2018;153.854
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C28. Fabricación de maquinaria y equipo;2017;8.003
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C28. Fabricación de maquinaria y equipo;2016;804
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C28. Fabricación de maquinaria y equipo;2015;22.303
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C28. Fabricación de maquinaria y equipo;2014;26.114
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C28. Fabricación de maquinaria y equipo;2013;34.178
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C28. Fabricación de maquinaria y equipo;2012;120.388
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C28. Fabricación de maquinaria y equipo;2011;16.860
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C28. Fabricación de maquinaria y equipo;2010;827.508
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C28. Fabricación de maquinaria y equipo;2009;55.477
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C28. Fabricación de maquinaria y equipo;2008;1.145
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C29-30. Fabricación de material de transporte;2021;330.071
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C29-30. Fabricación de material de transporte;2020;336.851
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C29-30. Fabricación de material de transporte;2019;127.816
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C29-30. Fabricación de material de transporte;2018;114.671
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C29-30. Fabricación de material de transporte;2017;463.947
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C29-30. Fabricación de material de transporte;2016;179.928
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C29-30. Fabricación de material de transporte;2015;133.455
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C29-30. Fabricación de material de transporte;2014;104.015
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C29-30. Fabricación de material de transporte;2013;305.233
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C29-30. Fabricación de material de transporte;2012;135.236
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C29-30. Fabricación de material de transporte;2011;235.511
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C29-30. Fabricación de material de transporte;2010;644.577
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C29-30. Fabricación de material de transporte;2009;309.173
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C29-30. Fabricación de material de transporte;2008;340.522
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2021;327.350
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2020;54.274
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2019;105.043
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2018;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2017;155.545
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2016;240.500
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2015;144.796
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2014;20.219
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2013;61.961
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2012;17.283
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2011;425.405
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2010;400.506
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2009;62.109
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2008;160.360
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2021;34.071
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2020;24.176
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2019;130.467
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2018;263.024
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2017;187.124
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2016;577.306
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2015;170.946
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2014;713.121
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2013;533.923
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2012;1.553.586
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2011;257.769
