Sectores de actividad económica agregados;Categoría de residuos (CER-Stat) agregada;Peligrosidad;año;Total
Total generación;Resto: Otros;Total;2021;491.490,90
Total generación;Resto: Otros;Total;2020;496.573,60
Total generación;Resto: Otros;Total;2019;508.256,00
Total generación;Resto: Otros;Total;2018;471.218,60
Total generación;Resto: Otros;Total;2017;489.423,20
Total generación;Resto: Otros;Total;2016;552.952,00
Total generación;Resto: Otros;Total;2015;547.324,30
Total generación;Total no peligrosos;No peligrosos;2021;111.787.329,90
Total generación;Total no peligrosos;No peligrosos;2020;102.319.560,80
Total generación;Total no peligrosos;No peligrosos;2019;129.948.465,10
Total generación;Total no peligrosos;No peligrosos;2018;134.598.738,20
Total generación;Total no peligrosos;No peligrosos;2017;128.884.654,80
Total generación;Total no peligrosos;No peligrosos;2016;126.013.393,30
Total generación;Total no peligrosos;No peligrosos;2015;125.959.505,50
Total generación;Total no peligrosos;Peligrosos;2021;..
Total generación;Total no peligrosos;Peligrosos;2020;..
Total generación;Total no peligrosos;Peligrosos;2019;..
Total generación;Total no peligrosos;Peligrosos;2018;..
Total generación;Total no peligrosos;Peligrosos;2017;..
Total generación;Total no peligrosos;Peligrosos;2016;..
Total generación;Total no peligrosos;Peligrosos;2015;..
Total generación;Total no peligrosos;Total;2021;111.787.329,90
Total generación;Total no peligrosos;Total;2020;102.319.560,80
Total generación;Total no peligrosos;Total;2019;129.948.465,10
Total generación;Total no peligrosos;Total;2018;134.598.738,20
Total generación;Total no peligrosos;Total;2017;128.884.654,80
Total generación;Total no peligrosos;Total;2016;126.013.393,30
Total generación;Total no peligrosos;Total;2015;125.959.505,50
Total generación;Total peligrosos;No peligrosos;2021;..
Total generación;Total peligrosos;No peligrosos;2020;..
Total generación;Total peligrosos;No peligrosos;2019;..
Total generación;Total peligrosos;No peligrosos;2018;..
Total generación;Total peligrosos;No peligrosos;2017;..
Total generación;Total peligrosos;No peligrosos;2016;..
Total generación;Total peligrosos;No peligrosos;2015;..
Total generación;Total peligrosos;Peligrosos;2021;3.655.458,40
Total generación;Total peligrosos;Peligrosos;2020;3.304.798,20
Total generación;Total peligrosos;Peligrosos;2019;3.308.559,60
Total generación;Total peligrosos;Peligrosos;2018;3.224.196,90
Total generación;Total peligrosos;Peligrosos;2017;3.234.686,70
Total generación;Total peligrosos;Peligrosos;2016;3.183.844,50
Total generación;Total peligrosos;Peligrosos;2015;3.378.462,30
Total generación;Total peligrosos;Total;2021;3.655.458,40
Total generación;Total peligrosos;Total;2020;3.304.798,20
Total generación;Total peligrosos;Total;2019;3.308.559,60
Total generación;Total peligrosos;Total;2018;3.224.196,90
Total generación;Total peligrosos;Total;2017;3.234.686,70
Total generación;Total peligrosos;Total;2016;3.183.844,50
Total generación;Total peligrosos;Total;2015;3.378.462,30
Total generación;TOTAL;No peligrosos;2021;..
Total generación;TOTAL;No peligrosos;2020;..
Total generación;TOTAL;No peligrosos;2019;..
Total generación;TOTAL;No peligrosos;2018;..
Total generación;TOTAL;No peligrosos;2017;..
Total generación;TOTAL;No peligrosos;2016;..
Total generación;TOTAL;No peligrosos;2015;..
Total generación;TOTAL;Peligrosos;2021;..
Total generación;TOTAL;Peligrosos;2020;..
Total generación;TOTAL;Peligrosos;2019;..
Total generación;TOTAL;Peligrosos;2018;..
Total generación;TOTAL;Peligrosos;2017;..
Total generación;TOTAL;Peligrosos;2016;..
Total generación;TOTAL;Peligrosos;2015;..
Total generación;TOTAL;Total;2021;115.442.788,30
Total generación;TOTAL;Total;2020;105.624.359,00
Total generación;TOTAL;Total;2019;133.257.024,70
Total generación;TOTAL;Total;2018;137.822.935,10
Total generación;TOTAL;Total;2017;132.119.341,50
Total generación;TOTAL;Total;2016;129.197.237,80
Total generación;TOTAL;Total;2015;129.337.967,80
